0,0,30,0,0,0,0,0,0,0,0,0
0,0,30,0,0,-0,1.1253e-19,0,0,2.2506e-17,0,0
0,0,30,0,0,-0,-2.4074e-35,0,0,-4.5011e-17,0,0
0,-0,30,0,-0,0,0.0017954,4.5011e-19,4.0408e-22,0.35909,9.0023e-17,-1.0374e-35
0,-0,30,-0,-0,0,0.0077853,1.5754e-18,5.5694e-21,0.83889,1.3503e-16,1.226e-35
-0,-0,30,-0,-0,-0,0.018334,2.7006e-18,1.9464e-20,1.2708,9.0023e-17,4.244e-35
-0,-0,30,-0,-0,-0,0.032631,4.0505e-18,5.1528e-20,1.5887,1.8004e-16,-6.1163e-19
-0,-0,30,-0,-0.01,-0,0.049485,5.3998e-18,1.0241e-19,1.782,9.0015e-17,1.9259e-34
-0,-0,30,-0,-0.01,-0,0.067733,6.7475e-18,1.8583e-19,1.8678,1.8004e-16,6.1163e-19
-0,-0,30,-0,-0.02,-0,0.086439,8.0935e-18,2.9451e-19,1.8734,9.0029e-17,6.1163e-19
-0,-0,30,-0,-0.03,-0,0.10493,9.2131e-18,4.0885e-19,1.8252,1.3505e-16,6.1163e-19
-0,-0,30,-0,-0.04,-0,0.12278,1.0554e-17,5.6846e-19,1.7449,1.3506e-16,6.1163e-19
-0,-0,30,-0,-0.05,-0,0.13975,1.1892e-17,7.5141e-19,1.6485,1.3507e-16,6.1163e-19
-0,-0,30,-0,-0.07,-0.01,0.15572,1.256e-17,8.5517e-19,1.5466,4.0423e-20,6.1163e-19
-0,-0,30,-0,-0.09,-0.01,0.17069,1.2559e-17,8.6128e-19,1.4459,4.7844e-20,6.1163e-19
-0,-0,30,-0,-0.1,-0.01,0.18467,1.3002e-17,9.4801e-19,1.3502,9.0078e-17,6.1163e-19
-0,-0,30,-0,-0.12,-0.01,0.19772,1.4106e-17,1.1685e-18,1.2609,1.351e-16,6.1163e-19
-0,-0.01,30,-0,-0.14,-0.01,0.20992,1.5427e-17,1.4481e-18,1.1785,1.351e-16,6.1163e-19
-0,-0.01,30,0,-0.16,-0.01,0.22132,1.6526e-17,1.6946e-18,1.1022,9.0096e-17,6.1163e-19
-0,-0.01,30,0,-0.18,-0.01,0.23199,1.7183e-17,1.8521e-18,1.0316,4.509e-17,6.1163e-19
-0,-0.01,30,0,-0.21,-0.02,0.24198,1.7183e-17,1.8575e-18,0.9661,-4.4928e-17,6.1163e-19
